arg,kp,dropped,score
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,['Ġhave'],0.2648715674877167
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,['Ġhad'],0.19740940630435944
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,['Ġenough'],0.12140438705682755
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,"['Ġ""', 'care', '"".']",0.6855282187461853
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,"['care', '"".']",0.42078083753585815
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,"['"".']",0.32602056860923767
"A patient should be able to decide when they have had enough ""care"".",People should have the freedom to choose to end their life,[],0.32146021723747253
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,[],0.013803420588374138
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['a'],0.006719984579831362
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġperson'],0.016388550400733948
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġhas'],0.012193627655506134
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġthe'],0.012412655167281628
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġright'],0.01286761462688446
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġto'],0.011340956203639507
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġend'],0.010752040892839432
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġtheir'],0.01081579364836216
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġsuffering'],0.01030175294727087
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġand'],0.014389236457645893
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġif'],0.01581897959113121
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġsomebody'],0.009441484697163105
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġtakes'],0.011330009438097477
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġpity'],0.004790990147739649
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġon'],0.011055314913392067
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġthem'],0.005711186211556196
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġand'],0.007393679581582546
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġchooses'],0.002907698741182685
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġto'],0.005142429377883673
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġhelp'],0.005471932701766491
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,[],0.013803420588374138
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġthat'],0.014616693370044231
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġperson'],0.019920766353607178
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġshould'],0.03903155028820038
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġnot'],0.01549074798822403
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġbe'],0.014091536402702332
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,['Ġpunished'],0.010763127356767654
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,[],0.013803420588374138
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide gives dignity to the person that wants to commit it,[],0.013803420588374138
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,[],0.0022774210665374994
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['a'],0.0018986770883202553
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġperson'],0.0029751828406006098
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġhas'],0.0032487325370311737
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġthe'],0.0027899700216948986
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġright'],0.006241712719202042
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġto'],0.002615206642076373
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġend'],0.0005352243897505105
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġtheir'],0.0019788260105997324
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġsuffering'],0.0005503665306605399
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġand'],0.008412834256887436
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġif'],0.004259674344211817
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġsomebody'],0.0018988850060850382
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġtakes'],0.0019788213539868593
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġpity'],0.001929805614054203
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġon'],0.0018361612455919385
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġthem'],0.0012621325440704823
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġand'],0.0009924547048285604
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġchooses'],0.0005959148984402418
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġto'],0.0015514516271650791
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġhelp'],0.00154852494597435
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,[],0.0022774210665374994
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġthat'],0.0048655299469828606
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġperson'],0.005387090612202883
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġshould'],0.006701774895191193
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġnot'],0.0034970350097864866
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġbe'],0.0021634669974446297
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,['Ġpunished'],0.0022527766413986683
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,[],0.0022774210665374994
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide reduces suffering,[],0.0022774210665374994
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,[],0.0028172247111797333
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['a'],0.002177488524466753
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġperson'],0.005731294397264719
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġhas'],0.003197773825377226
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġthe'],0.003400675253942609
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġright'],0.0024275407195091248
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġto'],0.0024950033985078335
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġend'],0.0007275997195392847
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġtheir'],0.004114130977541208
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġsuffering'],0.0012552908156067133
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġand'],0.0038668608758598566
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġif'],0.002987169660627842
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġsomebody'],0.001889109262265265
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġtakes'],0.0024424614384770393
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġpity'],0.002132269786670804
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġon'],0.0026452867314219475
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġthem'],0.0017866183770820498
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġand'],0.0019109449349343777
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġchooses'],0.0008530243649147451
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġto'],0.0019149304134771228
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġhelp'],0.001123953377828002
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,[],0.0028172247111797333
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġthat'],0.003406870411708951
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġperson'],0.0037631653249263763
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġshould'],0.003866583341732621
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġnot'],0.0028756321407854557
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġbe'],0.0025142678059637547
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,['Ġpunished'],0.004036117810755968
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,[],0.0028172247111797333
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",The terminally ill would benefit from assisted suicide,[],0.0028172247111797333
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,[],0.0026962861884385347
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['a'],0.0029465295374393463
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġperson'],0.003670293604955077
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġshould'],0.004009146708995104
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġhave'],0.0034449673257768154
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġthe'],0.0029319338500499725
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġdignity'],0.004565878305584192
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġto'],0.0026087304577231407
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġchoose'],0.004009679891169071
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġhow'],0.006349469535052776
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġthey'],0.0029830222483724356
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,['Ġdie'],0.004754902794957161
a person should have the dignity to choose how they die,Assisted suicide reduces suffering,[],0.0026962861884385347
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,[],0.9452595114707947
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['a'],0.9514700174331665
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġperson'],0.9430826306343079
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġshould'],0.9460508227348328
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġhave'],0.9489387273788452
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġthe'],0.9541837573051453
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġdignity'],0.9689683318138123
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġto'],0.9451280832290649
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġchoose'],0.8995575308799744
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġhow'],0.9274948239326477
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġthey'],0.9536604285240173
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,['Ġdie'],0.007867725566029549
a person should have the dignity to choose how they die,People should have the freedom to choose to end their life,[],0.9452595114707947
